npop,nger,Pc,Pm,k,n_elite,Melhor μ,Melhor σ,Média μ,Média σ
100,100,1.0,0.05,2,2,321.1,17.756407294269863,328.647,14.796459745493177
100,100,1.0,0.05,2,0,333.0,23.78655082184048,339.04799999999994,24.653443491731537
100,100,1.0,0.1,2,2,331.5,28.029448799432355,340.753,28.920965768798247
100,100,1.0,0.1,2,0,334.6,25.326665789242767,342.655,23.61484204901655
100,100,0.8,0.05,2,2,342.2,11.634431657799189,346.76300000000003,11.04958917788349
100,100,0.8,0.05,2,0,346.6,24.52835094334717,353.34000000000003,22.693128916039754
100,100,0.8,0.1,2,2,311.4,27.37224872019104,321.045,27.3906831787745
100,100,0.8,0.1,2,0,338.7,23.362576912660984,349.76,24.831034613966448
100,200,1.0,0.05,2,2,327.9,19.470233691458354,333.51599999999996,19.633001910049305
100,200,1.0,0.05,2,0,341.9,20.897128989409048,346.054,21.686570591036283
100,200,1.0,0.1,2,2,329.6,28.51385628076287,338.061,27.65920550196625
100,200,1.0,0.1,2,0,312.9,25.56736200705892,322.72999999999996,24.66356138111444
100,200,0.8,0.05,2,2,328.8,18.59462287867113,333.28900000000004,19.35610056287165
100,200,0.8,0.05,2,0,342.3,29.485759274605766,347.072,29.278860906804415
100,200,0.8,0.1,2,2,325.4,22.61061697521764,335.617,21.598667574644505
100,200,0.8,0.1,2,0,329.4,22.68126980572296,337.521,21.977159711846305
100,500,1.0,0.05,2,2,314.0,21.93171219946131,319.458,20.858113912815806
100,500,1.0,0.05,2,0,308.0,18.825514601200148,313.321,19.797335401513006
100,500,1.0,0.1,2,2,323.6,27.364941074301626,332.136,25.717576168838303
100,500,1.0,0.1,2,0,320.4,19.293522228976233,330.512,19.42069504420478
100,500,0.8,0.05,2,2,311.6,23.996666435153028,317.821,23.365280845733484
100,500,0.8,0.05,2,0,343.5,37.550632484686595,348.707,37.066646476313444
100,500,0.8,0.1,2,2,318.3,19.889947209583035,329.061,20.26634523045535
100,500,0.8,0.1,2,0,349.2,20.20791923974361,358.861,18.65818075268863
200,100,1.0,0.05,2,2,328.9,23.98103417286252,333.21999999999997,24.423641313284964
200,100,1.0,0.05,2,0,322.8,30.908898395122403,331.5815,29.963113994543363
200,100,1.0,0.1,2,2,324.4,26.420446627564797,334.3845,25.835492007120752
200,100,1.0,0.1,2,0,328.1,26.94605722550147,336.868,26.402428505726505
200,100,0.8,0.05,2,2,334.8,20.478281177872326,338.75699999999995,19.444937670252376
200,100,0.8,0.05,2,0,330.2,25.983841132519267,336.9595,24.669637456801016
200,100,0.8,0.1,2,2,316.7,27.36439292218996,325.50849999999997,25.868362631794067
200,100,0.8,0.1,2,0,333.0,24.831431694527804,345.967,22.61841431223683
200,200,1.0,0.05,2,2,337.2,24.95515978710615,340.91,25.400113976122235
200,200,1.0,0.05,2,0,315.8,16.981166037701886,321.36100000000005,16.997356971011698
200,200,1.0,0.1,2,2,323.9,24.73236745643247,333.884,24.740754414528276
200,200,1.0,0.1,2,0,328.6,20.426453436659045,337.73699999999997,19.47228635779579
200,200,0.8,0.05,2,2,319.0,31.051570008616313,322.97799999999995,30.82721648154437
200,200,0.8,0.05,2,0,323.9,26.93120866207085,327.8585,26.350019359575434
200,200,0.8,0.1,2,2,327.8,20.522183119736557,336.26300000000003,19.408306752522236
200,200,0.8,0.1,2,0,321.8,27.977848380459854,333.5285,26.049630328471075
200,500,1.0,0.05,2,2,317.9,25.22478939456185,323.686,26.87410926895997
200,500,1.0,0.05,2,0,328.6,27.437929951073205,332.81899999999996,27.421692763212118
200,500,1.0,0.1,2,2,298.6,12.451505933018705,308.539,12.137582914237907
200,500,1.0,0.1,2,0,320.6,25.152335875619983,332.71500000000003,23.837614184309636
200,500,0.8,0.05,2,2,324.4,26.333248945012464,328.95200000000006,26.00193013989538
200,500,0.8,0.05,2,0,332.4,27.929196193231196,336.96000000000004,27.3147170953682
200,500,0.8,0.1,2,2,308.3,16.685622553563892,319.10900000000004,16.44206720579867
200,500,0.8,0.1,2,0,321.0,20.57668583615933,330.834,19.851134199334812
500,100,1.0,0.05,2,2,309.3,19.809341230843593,317.19739999999996,18.443697266003912
500,100,1.0,0.05,2,0,318.1,20.81081449631417,323.1732,21.000965924452142
500,100,1.0,0.1,2,2,324.8,21.69700440152972,334.08860000000004,21.13560900565679
500,100,1.0,0.1,2,0,320.5,25.20416632225712,331.0736,24.314817750499373
500,100,0.8,0.05,2,2,311.2,18.62149295840696,316.8968,18.67910602143475
500,100,0.8,0.05,2,0,327.2,25.833311827948037,331.2042,25.62490854539778
500,100,0.8,0.1,2,2,296.8,11.813551540497887,307.3676,12.310993974492884
500,100,0.8,0.1,2,0,332.2,15.99874995116806,342.0086,15.859179248624438
500,200,1.0,0.05,2,2,316.1,21.45903073300376,323.437,19.146008967928534
500,200,1.0,0.05,2,0,331.3,23.945980873624702,336.2668,23.768456495111337
500,200,1.0,0.1,2,2,302.4,14.80675521510368,312.6404,13.746126721371372
500,200,1.0,0.1,2,0,317.9,25.315805339747737,327.8086,23.851124049822054
500,200,0.8,0.05,2,2,321.5,17.77779513888041,326.54040000000003,17.404286869619224
500,200,0.8,0.05,2,0,312.9,23.29141472731959,318.34499999999997,23.519969443007366
500,200,0.8,0.1,2,2,311.8,19.579581200832667,321.60720000000003,19.78988127705671
500,200,0.8,0.1,2,0,308.0,17.98332561013118,318.4324,16.840912678355643
500,500,1.0,0.05,2,2,306.8,17.78651174345324,311.6334,17.482932386759376
500,500,1.0,0.05,2,0,315.8,17.73583942191629,320.4016,17.709673690952073
500,500,1.0,0.1,2,2,307.1,22.691187716820817,317.4638,20.95772950393243
500,500,1.0,0.1,2,0,298.6,12.451505933018705,309.88939999999997,11.937016647387244
500,500,0.8,0.05,2,2,325.3,32.16846281686459,330.9974,32.39765198961183
500,500,0.8,0.05,2,0,325.9,27.804496039309903,330.5096,27.80250588418245
500,500,0.8,0.1,2,2,325.9,22.088232161039958,335.30100000000004,21.724129243769475
500,500,0.8,0.1,2,0,320.6,21.578693194908723,328.92119999999994,20.915370237220273
