geracao,melhor,media
1,517,654.05
2,517,629.84
3,515,610.13
4,479,602.28
5,479,593.99
6,479,563.27
7,453,527.64
8,453,505.21
9,443,493.42
10,443,476.83
11,443,473.42
12,439,471.72
13,439,463.96
14,439,460.09
15,439,461.34
16,429,455.56
17,429,459.33
18,406,455.42
19,406,458.82
20,406,454.39
21,406,451.38
22,406,439.83
23,406,437.5
24,406,431.24
25,406,421.23
26,406,412.11
27,406,407.01
28,406,406.63
29,406,407.69
30,406,407.28
31,406,408.8
32,406,414.6
33,406,410.86
34,406,410.03
35,406,406.48
36,406,407.22
37,406,411.02
38,405,411.4
39,405,415.26
40,405,410.6
41,405,406.24
42,405,409.9
43,404,408.17
44,404,408.59
45,404,410.6
46,404,409.4
47,392,413.1
48,392,406.03
49,392,409.47
50,388,406.83
51,388,402.88
52,388,401.02
53,388,400.03
54,388,395.76
55,388,392.53
56,388,392.88
57,388,391.77
58,388,388.77
59,388,390.92
60,368,390.78
61,368,391.0
62,368,389.75
63,368,390.12
64,368,387.72
65,368,383.48
66,368,377.68
67,368,377.6
68,368,372.02
69,368,370.25
70,368,368.85
71,365,368.24
72,365,376.23
73,365,369.75
74,365,371.05
75,365,371.35
76,365,373.06
77,365,369.63
78,365,368.37
79,365,367.43
80,365,368.97
81,365,366.65
82,365,367.35
83,365,365.0
84,365,365.0
85,365,369.06
86,331,366.76
87,331,369.75
88,331,367.03
89,331,358.54
90,325,353.09
91,325,348.66
92,325,340.15
93,325,335.87
94,325,334.04
95,323,335.26
96,323,334.6
97,323,328.83
98,323,327.85
99,323,325.29
100,323,328.31
101,323,331.4
102,323,328.98
103,323,329.87
104,323,328.57
105,323,328.58
106,323,330.09
107,323,326.27
108,323,326.91
109,323,324.73
110,323,323.0
111,323,329.52
112,323,330.97
113,323,329.76
114,323,323.8
115,323,326.28
116,323,327.08
117,323,329.92
118,323,326.98
119,323,325.57
120,323,325.89
121,323,329.2
122,323,330.57
123,323,331.34
124,323,325.5
125,323,331.98
126,323,329.69
127,323,325.81
