npop,nger,Pc,Pm,k,n_elite,Melhor μ,Melhor σ,Média μ,Média σ
500,100,1.0,0.05,2,2,0.00024793751383684893,0.00013856142860581023,1.9558744813429532,0.07489615249324398
500,100,1.0,0.05,2,0,0.00968712266816576,0.006843233363724675,2.0412123598473126,0.07972988238570372
500,100,1.0,0.1,2,2,0.002766664569100019,0.0016977847144686261,3.9774787937707914,0.08483412321831216
500,100,1.0,0.1,2,0,0.10031485975732127,0.051998902392597766,4.184876340309138,0.11248465620100143
500,100,0.8,0.05,2,2,0.00018255693968969312,7.401765692137501e-05,2.0487748963972505,0.07606143258926867
500,100,0.8,0.05,2,0,0.013060882698300792,0.006490920650085353,2.056117514242275,0.08891099983863708
500,100,0.8,0.1,2,2,0.0016459497511914557,0.0007795936420733061,4.005912090517306,0.07653062875988448
500,100,0.8,0.1,2,0,0.10226718999130328,0.04694405030907393,4.101427017617537,0.09396456215297617
500,200,1.0,0.05,2,2,0.00012212177588510897,0.0,2.0039566380838734,0.09794053866188333
500,200,1.0,0.05,2,0,0.01618331310206402,0.009712256560690788,2.0616381610072727,0.09048539862555335
500,200,1.0,0.1,2,2,0.0012056908127235921,0.0006929590991280207,3.982478648997828,0.06095460787926602
500,200,1.0,0.1,2,0,0.15450067820563448,0.06316510853480724,4.110931268770571,0.0916234489898127
500,200,0.8,0.05,2,2,0.00012212177588510897,0.0,1.9811987482462148,0.16152603572189447
500,200,0.8,0.05,2,0,0.009694545824827205,0.005045645944144085,2.055916246052284,0.08734953151015418
500,200,0.8,0.1,2,2,0.0007148202754561517,0.0005572479401455328,3.9253409646046498,0.09460784148864414
500,200,0.8,0.1,2,0,0.08587992971423128,0.05977399282811488,4.0771432966059376,0.11063248692158496
500,500,1.0,0.05,2,2,0.00012212177588510897,0.0,2.031515928825532,0.11525912321656297
500,500,1.0,0.05,2,0,0.009882722477502614,0.00719544541421677,2.074376547222017,0.109719763188782
500,500,1.0,0.1,2,2,0.00036874080422899524,0.00028744037933849635,3.996524927702674,0.09244549082613789
500,500,1.0,0.1,2,0,0.1143620266940947,0.06283450178065987,4.127440592679211,0.05863357295488327
500,500,0.8,0.05,2,2,0.00012212177588510897,0.0,1.9951051498341577,0.145269392486987
500,500,0.8,0.05,2,0,0.013749962932924565,0.009293734297251414,2.0527275117221704,0.13398842254636714
500,500,0.8,0.1,2,2,0.00016909661885273765,0.00010114629246488828,4.055331540279915,0.07064633197800331
500,500,0.8,0.1,2,0,0.10780448787887212,0.08812828243490915,4.082482393419348,0.14969382017115246
