geracao,melhor,media
1,13210930,9361301.078
2,13244097,9800402.502
3,13246648,9811677.796
4,13264059,9733715.604
5,13315146,9923508.608
6,13341312,9832947.692
7,13350037,10004645.924
8,13350037,9867524.406
9,13350037,9956794.02
10,13350037,10056734.892
11,13350037,10223161.498
12,13350037,10105955.63
13,13350037,10253686.838
14,13350037,10325235.324
15,13350037,9907396.354
16,13350037,9815091.312
17,13350037,10029054.794
18,13350037,10312014.48
19,13350037,10284194.096
20,13350037,10368921.518
21,13419627,10197389.292
22,13419627,10146459.668
23,13419627,10253905.452
24,13419627,10229382.34
25,13419627,10040438.276
26,13419627,10265921.998
27,13419627,10464813.168
28,13419627,10014999.618
29,13419627,10355505.666
30,13419627,10089118.79
31,13419627,10059197.47
32,13419627,10195237.666
33,13419627,10265444.842
34,13419627,10078865.972
35,13419627,10006460.502
36,13419627,10322289.794
37,13419627,10034293.886
38,13419627,9796593.178
39,13419627,10141911.246
40,13419627,10423300.066
41,13419627,10263651.564
42,13458701,10139287.604
43,13458701,10048625.236
44,13458701,9762211.936
45,13458701,10048923.47
46,13458701,10181294.346
47,13458701,10065700.95
48,13458701,10277914.254
49,13458701,10193537.848
50,13458701,10133167.752
51,13458701,10331650.91
52,13458701,10400219.154
53,13458701,10125821.252
54,13458701,10250610.878
55,13458701,10203681.61
56,13458701,10153113.546
57,13458701,10102650.218
58,13458701,10186799.324
59,13458701,10166648.682
60,13458701,9821365.756
61,13458701,9910348.994
62,13458701,10041070.09
63,13458701,10114646.172
64,13458701,10070271.476
65,13458701,10265166.03
66,13458701,10027744.184
67,13458701,10281763.878
68,13458701,10536032.866
69,13458701,10182599.654
70,13458701,10232199.302
71,13459919,10170319.086
72,13463657,10026012.146
73,13463657,10358523.308
74,13463657,10298845.466
75,13463657,10116494.438
76,13463657,10356516.776
77,13463657,9936207.026
78,13463657,10387932.548
79,13463657,10161422.442
80,13465867,10559628.066
81,13465867,10461059.016
82,13465867,9957119.396
83,13465867,10091236.164
84,13465867,10143515.696
85,13465867,9734967.322
86,13465867,10084148.702
87,13465867,10148494.35
88,13465867,10021928.134
89,13465867,9991126.428
90,13465867,10210920.088
91,13465867,10161137.196
92,13465867,10189485.55
93,13465867,10031210.444
94,13465867,10099082.152
95,13465867,10179823.642
96,13465867,10195722.232
97,13465867,10125291.192
98,13465867,10010458.77
99,13465867,10109419.064
100,13465867,10090891.32
