geracao,melhor,media
1,0.23340887845976654,5.424463242729731
2,0.10365166007741822,5.023904798581429
3,0.021470555121979817,4.084518916407627
4,0.011236354702145679,2.1957575283984068
5,0.0016426032799476964,0.8431084781303254
6,0.0006084789274578561,0.8220648485331566
7,0.00015940632758359996,0.6060578419017272
8,1.024679246386384e-05,0.6378074991430055
9,1.024679246386384e-05,0.7606362349686437
10,4.751454625750995e-06,0.7646828749298638
11,4.152480077568299e-06,0.708277631834517
12,1.0557184073611836e-06,0.6721094034566816
13,6.809055119738616e-07,0.8311121267185486
14,6.809055119738616e-07,0.6763110443903452
15,3.744525334248294e-07,0.7286521686130932
16,1.4868203779272449e-07,0.6898143536774547
17,2.739714632937762e-08,0.8236565755886472
18,1.5094720584585275e-08,0.5794044063589588
19,3.5999510039630422e-09,0.7747927005015822
20,8.916107852030564e-10,0.7177762740950838
21,5.409472869644105e-10,0.5903807738450711
22,4.943290221604002e-11,0.6583688471634194
23,4.943290221604002e-11,0.6840092707091687
24,1.2864820320146464e-11,0.7237775366561521
25,1.2864820320146464e-11,0.6438014384190941
26,6.231903881825929e-12,0.821060012803945
27,5.1803006329009804e-12,0.6752296313210135
28,1.1302070390684094e-12,0.6560525955814723
29,1.1302070390684094e-12,0.6407148308918702
30,1.1302070390684094e-12,0.7096941437023856
31,1.1302070390684094e-12,0.7052097578798819
32,1.1302070390684094e-12,0.6655520359765272
33,1.1302070390684094e-12,0.7337994359712873
34,1.1302070390684094e-12,0.7144587570668655
35,1.1302070390684094e-12,0.7335620887206467
36,1.1302070390684094e-12,0.8089662033094269
37,1.1302070390684094e-12,0.64146443764054
38,1.1302070390684094e-12,0.6999974074026254
39,1.1302070390684094e-12,0.6868621275655127
40,1.1302070390684094e-12,0.6611510404240809
41,1.1302070390684094e-12,0.5370572216272758
42,1.1302070390684094e-12,0.6312082848599774
43,1.1302070390684094e-12,0.665109371159758
44,1.1302070390684094e-12,0.6181147713470623
45,1.1302070390684094e-12,0.6009647575735266
46,7.429612480791548e-13,0.7189113965527265
47,7.429612480791548e-13,0.7259689481134391
48,7.429612480791548e-13,0.7837954276824437
49,7.429612480791548e-13,0.6378763298282525
50,7.429612480791548e-13,0.6636142658866959
51,7.429612480791548e-13,0.7237853520421289
52,7.429612480791548e-13,0.7886450088646282
53,7.429612480791548e-13,0.7382404448987079
54,7.429612480791548e-13,0.7273701101567119
55,7.429612480791548e-13,0.7530149020047643
56,7.429612480791548e-13,0.7653225831688765
57,7.429612480791548e-13,0.6987152227556855
58,7.429612480791548e-13,0.8102002560452523
59,7.429612480791548e-13,0.6512911477408188
60,7.429612480791548e-13,0.7029923319430026
61,7.429612480791548e-13,0.5378099809270841
62,7.429612480791548e-13,0.6123315448615889
63,7.429612480791548e-13,0.8150646223161491
64,7.429612480791548e-13,0.6145047194065546
65,7.429612480791548e-13,0.583664072306219
66,7.429612480791548e-13,0.7496139425333019
67,7.429612480791548e-13,0.6888495091297149
68,7.429612480791548e-13,0.7148241625907746
69,7.429612480791548e-13,0.8164084682537609
70,7.429612480791548e-13,0.6140337251612478
71,7.429612480791548e-13,0.6663178439181181
72,7.429612480791548e-13,0.5467804236727011
73,7.429612480791548e-13,0.5063327270380535
74,7.429612480791548e-13,0.6605255216950886
75,7.429612480791548e-13,0.6675098814167204
76,7.429612480791548e-13,0.7512819080781273
77,7.429612480791548e-13,0.811686418389048
78,7.429612480791548e-13,0.7446719509252345
79,7.429612480791548e-13,0.7194848917618738
80,7.429612480791548e-13,0.7192280490033409
81,7.429612480791548e-13,0.5801314379184404
82,7.429612480791548e-13,0.7215948942790024
83,7.429612480791548e-13,0.7404500657398375
84,7.429612480791548e-13,0.6497153295795774
85,7.429612480791548e-13,0.6871921539227729
86,7.429612480791548e-13,0.6245765507094727
87,7.429612480791548e-13,0.710151415395956
88,7.429612480791548e-13,0.7779756628407497
89,7.429612480791548e-13,0.647962187393423
90,7.429612480791548e-13,0.7117205372340945
91,7.429612480791548e-13,0.665880107031818
92,7.429612480791548e-13,0.5988036775943497
93,7.429612480791548e-13,0.6679591020743738
94,7.429612480791548e-13,0.7055593238493635
95,7.429612480791548e-13,0.6871317055977294
96,7.429612480791548e-13,0.7001176895186222
97,7.429612480791548e-13,0.5516038690507886
98,7.429612480791548e-13,0.6727231684768743
99,7.429612480791548e-13,0.6760944935900062
100,7.429612480791548e-13,0.781314654159289
101,7.429612480791548e-13,0.6955511885568848
102,7.429612480791548e-13,0.816464846434554
103,7.429612480791548e-13,0.6941398256875468
104,7.429612480791548e-13,0.6284991891274322
105,7.429612480791548e-13,0.5600841135439166
106,7.429612480791548e-13,0.6704755631166407
107,7.429612480791548e-13,0.7351975405608648
108,7.429612480791548e-13,0.6612974990742111
109,7.429612480791548e-13,0.6601554588870776
110,7.429612480791548e-13,0.7010057993250741
111,7.429612480791548e-13,0.8162640229775161
112,7.429612480791548e-13,0.6106883242303097
113,7.429612480791548e-13,0.7261297470066889
114,7.429612480791548e-13,0.6875089248054083
115,7.429612480791548e-13,0.6482219685812506
116,7.429612480791548e-13,0.7551095733899533
117,7.429612480791548e-13,0.5944646456950474
118,7.429612480791548e-13,0.5509153084449936
119,7.429612480791548e-13,0.6977289341214409
120,7.429612480791548e-13,0.5878135644559259
121,7.429612480791548e-13,0.6773997475381702
122,7.429612480791548e-13,0.6744364679207672
123,7.429612480791548e-13,0.6108563792890739
124,7.429612480791548e-13,0.7109664205632382
125,7.429612480791548e-13,0.7127805482157988
126,7.429612480791548e-13,0.7016044088110326
127,7.429612480791548e-13,0.6253677836937811
128,7.429612480791548e-13,0.6292269183444
129,7.429612480791548e-13,0.7636803542541492
130,7.429612480791548e-13,0.8172983392813317
131,7.429612480791548e-13,0.6837867522506335
132,7.429612480791548e-13,0.6473936236101608
133,7.429612480791548e-13,0.632573159635818
134,7.429612480791548e-13,0.7025233127397709
135,7.429612480791548e-13,0.8509474538146115
136,7.429612480791548e-13,0.7842721192295531
137,7.429612480791548e-13,0.6392249719863166
138,7.429612480791548e-13,0.646675670645773
139,7.429612480791548e-13,0.6682457489719992
140,7.429612480791548e-13,0.6830469794280364
141,7.429612480791548e-13,0.6554852233829445
142,7.429612480791548e-13,0.565731066235182
143,7.429612480791548e-13,0.672011630454046
144,7.429612480791548e-13,0.6572616532115932
145,7.429612480791548e-13,0.7472567628167064
146,7.429612480791548e-13,0.5062219424220114
147,7.429612480791548e-13,0.6048119872202511
148,7.429612480791548e-13,0.6998866193926191
149,7.429612480791548e-13,0.6086603513244553
